freq,load,speed,pearsonr
35,0,2090,-0.123986475
35,0,2090,0.09836055
35,0,2090,-0.02231153
35,0,2090,0.03216007
35,0,2090,0.026770901
35,0,2090,0.017994681
35,0,2090,0.5379064
35,0,2090,0.469363
35,0,2090,0.60220104
35,0,2090,-0.23119898
35,0,2090,0.35400242
35,0,2090,-0.063948944
35,0,2090,0.43175647
35,0,2090,0.8030418
35,0,2090,0.08813699
35,0,2090,0.6598866
35,0,2090,0.8654421
35,0,2090,0.07917002
35,0,2090,0.5704095
35,0,2090,0.83079356
35,0,2090,-0.4381439
35,0,2090,0.7552228
35,0,2090,0.84047467
35,0,2090,0.8059733
35,0,2090,0.8086882
35,0,2090,0.2133907
35,0,2090,0.23551355
35,0,2090,0.5809285
35,0,2090,0.25353503
35,0,2090,0.7298456
35,0,2090,0.19095853
35,0,2090,0.30813122
35,0,2090,0.047904894
35,0,2090,-0.10232169
35,0,2090,-0.6054036
35,0,2090,-0.0072425045
35,0,2090,-0.06975624
35,0,2090,0.060786795
35,0,2090,0.9317903
35,0,2090,-0.2856453
35,0,2090,0.07771587
35,0,2090,-0.16851297
35,0,2090,0.07322676
35,0,2090,0.34745935
35,0,2090,-0.050927
35,0,2090,0.37164623
35,0,2090,0.04464299
35,0,2090,-0.20539121
35,0,2090,0.8378399
35,0,2090,-0.023074003
35,0,2090,0.40348935
35,0,2090,0.4555643
35,0,2090,0.7679344
35,0,2090,0.48502028
35,0,2090,0.84915304
35,0,2090,0.89534706
35,0,2090,0.5878193
35,0,2090,0.71839166
35,0,2090,0.53582865
35,0,2090,0.40295023
35,0,2090,0.6976757
35,0,2090,0.816602
35,0,2090,0.4517795
35,0,2090,0.32024285
35,0,2090,-0.17827092
35,0,2090,0.26969665
35,0,2090,-0.005151266
35,0,2090,0.5912489
35,0,2090,0.14711946
35,0,2090,-0.1559361
35,0,2090,0.7547055
35,0,2090,-0.11692697
35,0,2090,0.6062966
35,0,2090,0.1142073
35,0,2090,0.53030986
35,0,2090,0.22059582
35,0,2090,-0.12820843
35,0,2090,-0.16624025
35,0,2090,0.40530062
35,0,2090,0.7928773
35,0,2090,0.9147083
35,0,2090,0.095191844
35,0,2090,-0.059651606
35,0,2090,0.45790988
35,0,2090,0.66823226
35,0,2090,0.7110739
35,0,2090,0.7315691
35,0,2090,0.80686957
35,0,2090,0.62338144
35,0,2090,0.81774205
35,0,2090,0.61925423
35,0,2090,0.65740466
35,0,2090,0.42630422
35,0,2090,0.70380753
35,0,2090,0.47617853
35,0,2090,0.5216691
35,0,2090,0.036572613
35,0,2090,0.1587068
35,0,2090,0.1310826
35,0,2090,0.17414626
35,0,2090,0.16987252
35,0,2090,0.01480899
35,0,2090,0.8447025
35,0,2090,0.053457864
35,0,2090,0.4305205
35,0,2090,-0.17429097
35,0,2090,0.50365686
35,0,2090,0.37202814
35,0,2090,0.2801551
35,0,2090,0.4481557
35,0,2090,0.111600354
35,0,2090,0.40532327
35,0,2090,0.9485166
35,0,2090,-0.13938698
35,0,2090,0.60307753
35,0,2090,0.087812185
35,0,2090,0.45026985
35,0,2090,0.5350664
35,0,2090,0.8373785
35,0,2090,0.76065636
35,0,2090,0.44636518
35,0,2090,0.4071331
35,0,2090,0.68701005
35,0,2090,0.18324198
35,0,2090,0.30628863
35,0,2090,0.8671726
35,0,2090,0.50093585
35,0,2090,0.22840899
35,0,2090,-0.13739495
35,0,2090,0.13914189
35,0,2090,-0.029198779
35,0,2090,0.066589676
35,0,2090,0.08858081
35,0,2090,0.17981617
35,0,2090,0.72505057
35,0,2090,-0.27359882
35,0,2090,0.20650838
35,0,2090,-0.2664218
35,0,2090,0.037133515
35,0,2090,0.32154933
35,0,2090,0.60429144
35,0,2090,0.8859492
35,0,2090,0.034220092
35,0,2090,0.46323854
35,0,2090,0.7074565
35,0,2090,-0.61719215
35,0,2090,0.62448686
35,0,2090,0.54412204
35,0,2090,0.67801934
35,0,2090,0.92441684
35,0,2090,0.68182576
35,0,2090,0.9489106
35,0,2090,0.63109505
35,0,2090,-0.047221944
35,0,2090,0.38135317
35,0,2090,0.17445125
35,0,2090,0.1683721
35,0,2090,0.3712724
35,0,2090,-0.13893557
35,0,2090,0.05543603
35,0,2090,0.10382167
35,0,2090,-0.030858418
35,0,2090,0.0800838
35,0,2090,0.55685693
35,0,2090,0.34378073
35,0,2090,0.05662509
35,0,2090,0.4839692
35,0,2090,0.2231471
35,0,2090,0.90926754
35,0,2090,-0.06557298
35,0,2090,0.03654347
35,0,2090,-0.02342961
35,0,2090,0.31550288
35,0,2090,0.56779295
35,0,2090,0.48428315
35,0,2090,-0.5209383
35,0,2090,0.6802993
35,0,2090,0.10686822
35,0,2090,0.03191211
35,0,2090,0.7005897
35,0,2090,0.15467402
35,0,2090,0.5642439
35,0,2090,0.7084875
35,0,2090,0.87657255
35,0,2090,0.48225513
35,0,2090,0.4511899
35,0,2090,0.56949276
35,0,2090,0.5628684
35,0,2090,0.06378518
35,0,2090,0.8264871
35,0,2090,0.75046694
35,0,2090,0.34606466
35,0,2090,0.39794737
35,0,2090,0.4001234
35,0,2090,-0.013450866
35,0,2090,-0.5423169
35,0,2090,-0.0867582
35,0,2090,-0.35104313
35,0,2090,0.7037116
35,0,2090,0.6387906
35,0,2090,0.3182999
35,0,2090,0.6837411
35,0,2090,0.69375753
35,0,2090,-0.05605389
35,0,2090,-0.00945212
35,0,2090,0.15533085
35,0,2090,0.55653983
35,0,2090,0.6660162
35,0,2090,0.93926257
35,0,2090,0.538789
35,0,2090,0.2864426
35,0,2090,0.77727014
35,0,2090,0.9280032
35,0,2090,-0.1903186
35,0,2090,0.8673897
35,0,2090,0.72855556
35,0,2090,0.6870244
35,0,2090,0.47089037
35,0,2090,0.59768385
35,0,2090,0.51826686
35,0,2090,0.78516084
35,0,2090,-0.070310585
35,0,2090,-0.08234209
35,0,2090,0.391549
35,0,2090,-0.18454967
35,0,2090,-0.190751
35,0,2090,-0.2884117
35,0,2090,0.101294644
35,0,2090,0.054780073
35,0,2090,-0.46320078
35,0,2090,0.5465336
35,0,2090,-0.3141427
35,0,2090,0.05518495
35,0,2090,0.19970581
35,0,2090,0.5094781
35,0,2090,0.008124357
35,0,2090,0.00586282
35,0,2090,0.48236218
35,0,2090,-0.16770828
35,0,2090,0.4032254
35,0,2090,0.92323
35,0,2090,0.103948176
35,0,2090,0.07220211
35,0,2090,0.4606305
35,0,2090,0.6077704
35,0,2090,0.7942182
35,0,2090,-0.23318398
35,0,2090,0.877863
