Labeled Percentage,Init Type,Downstream,Seeds,Test Loss,Test F1 Score
0.15,pretrain,finetune,1,2.3561376983469184,0.008512682949649809
0.15,pretrain,finetune,2,2.280341224236922,0.064131163441622
0.15,pretrain,finetune,3,2.281074957414107,0.07127670143105572
0.15,pretrain,finetune,4,2.269653699614785,0.09257909295760756
0.1,scratch,frozen,0,2.32354258407246,0.030253634443967916
0.1,scratch,frozen,1,2.2776193727146494,0.019135139400192725
0.1,scratch,frozen,2,2.3906442902304907,0.012787532304818994
0.1,scratch,frozen,3,2.299354845827276,0.02382065065269242
0.1,scratch,frozen,4,2.397618521343578,0.025205358415887894
0.1,scratch,finetune,0,2.304326816038652,0.01147864534991089
0.1,scratch,finetune,1,2.3188189593228428,0.002033044407222652
0.1,scratch,finetune,2,2.2419344837015327,0.09312359578341321
0.1,scratch,finetune,3,2.320293524048545,0.014610906823302315
0.1,scratch,finetune,4,2.299338860945268,0.008557059012456751
0.1,pretrain,frozen,0,2.2701988111842764,0.06869447918061271
0.1,pretrain,frozen,1,2.3053306232799184,0.008512682949649809
0.1,pretrain,frozen,2,2.274817802689292,0.01314853238065872
0.1,pretrain,frozen,3,2.3025795112956655,0.012208449118190632
0.1,pretrain,frozen,4,2.3761217160658403,0.007764263801820298
0.1,pretrain,finetune,0,2.3619493787938897,0.028041127015192492
0.1,pretrain,finetune,1,2.329236951741305,0.02306977723214835
0.1,pretrain,finetune,2,2.377093477682634,0.008649981726174611
0.1,pretrain,finetune,3,2.295916524800387,0.006752155981454292
0.1,pretrain,finetune,4,2.3519086079163984,0.0069157324989908035
0.05,scratch,frozen,0,2.343210057778792,0.016086004881964773
0.05,scratch,frozen,1,2.327758019620722,0.06317219767636763
0.05,scratch,frozen,2,2.2504070780493994,0.09257909295760756
0.05,scratch,frozen,3,2.302333430810408,0.0929896993040651
0.05,scratch,frozen,4,2.324246709997004,0.009918021746045214
0.05,scratch,finetune,0,2.332100889899514,0.006016680251118566
0.05,scratch,finetune,1,2.2745443907651035,0.09257909295760756
0.05,scratch,finetune,2,2.3046040534973145,0.021856028383847995
0.05,scratch,finetune,3,2.323496948588978,0.008515573994971477
0.05,scratch,finetune,4,2.3215559395876797,0.008512682949649809
0.05,pretrain,frozen,0,2.3898142251101406,0.008512682949649809
0.05,pretrain,frozen,1,2.3718705394051294,0.0016741168582204303
0.05,pretrain,frozen,2,2.393832065842368,0.031180900542750224
0.05,pretrain,frozen,3,2.2608417706056074,0.008619493856374533
0.05,pretrain,frozen,4,2.397775715047663,0.01238373159169043
0.05,pretrain,finetune,0,2.330824472687461,0.02566466908194669
0.05,pretrain,finetune,1,2.397763653235002,0.007651077588583483
0.05,pretrain,finetune,2,2.276970559900457,0.008512682949649809
0.05,pretrain,finetune,3,2.2965251098979604,0.07072539564970494
0.05,pretrain,finetune,4,2.3222837448120117,0.008292079751243926
