params,val_loss
"(512, 4096, 64, 1, 8193, 2, 0.1, 0.0001)",4.826654985547066
"(512, 4096, 64, 1, 8193, 2, 0.1, 0.0001)",6.941878477732341
"(512, 4096, 64, 1, 8193, 2, 0.1, 0.0001)",5.448051954309146
"(512, 4096, 64, 1, 8193, 2, 0.1, 0.0001)",26.97189102570216
"(512, 4096, 64, 1, 8193, 4, 0.1, 1e-05)",4.761578674117724
"(512, 4096, 64, 1, 8193, 4, 0.1, 1e-05)",4.651079619924228
"(512, 4096, 64, 1, 8193, 4, 0.1, 1e-05)",4.83427520096302
"(512, 4096, 64, 1, 8193, 4, 0.1, 1e-05)",4.833244264125824
"(512, 4096, 64, 1, 8193, 4, 0.1, 1e-05)",4.8321837186813354
"(512, 4096, 64, 1, 8193, 4, 0.1, 1e-05)",4.832209438085556
"(512, 4096, 64, 1, 8193, 4, 0.1, 1e-05)",4.831193859378497
"(512, 4096, 64, 1, 8193, 4, 0.1, 1e-05)",4.831532279650371
"(512, 4096, 64, 1, 8193, 4, 0.1, 1e-05)",4.832590679327647
"(512, 4096, 64, 1, 8193, 4, 0.1, 1e-05)",4.830193479855855
"(512, 4096, 64, 1, 8193, 4, 0.1, 0.0001)",4.83431709309419
"(512, 4096, 64, 1, 8193, 4, 0.1, 0.0001)",4.828351557254791
"(512, 4096, 64, 1, 8193, 4, 0.1, 0.0001)",4.824195479353269
"(512, 4096, 64, 1, 8193, 4, 0.1, 0.0001)",4.8696302374204
"(512, 4096, 64, 1, 8193, 4, 0.1, 0.0001)",4.820860758423805
"(512, 4096, 64, 1, 8193, 4, 0.1, 0.0001)",4.821862195928891
"(512, 4096, 64, 1, 8193, 4, 0.1, 0.0001)",4.8208316167195635
"(512, 4096, 64, 1, 8193, 4, 0.1, 0.0001)",4.81949179371198
"(512, 4096, 64, 1, 8193, 4, 0.1, 0.0001)",4.819499924778938
"(512, 4096, 64, 1, 8193, 4, 0.1, 0.0001)",24.01934556166331
"(512, 4096, 64, 2, 8193, 2, 0.1, 1e-05)",4.964706147710483
"(512, 4096, 64, 2, 8193, 2, 0.1, 1e-05)",4.860666448871295
"(512, 4096, 64, 2, 8193, 2, 0.1, 1e-05)",4.840065851807594
"(512, 4096, 64, 2, 8193, 2, 0.1, 1e-05)",4.838555907209714
"(512, 4096, 64, 2, 8193, 2, 0.1, 1e-05)",4.837381407618523
"(512, 4096, 64, 2, 8193, 2, 0.1, 1e-05)",4.838315457105637
"(512, 4096, 64, 2, 8193, 2, 0.1, 1e-05)",4.83724057674408
"(512, 4096, 64, 2, 8193, 2, 0.1, 1e-05)",4.836380044619243
"(512, 4096, 64, 2, 8193, 2, 0.1, 1e-05)",4.835813572009404
"(512, 4096, 64, 2, 8193, 2, 0.1, 1e-05)",4.835413272182147
"(512, 4096, 64, 2, 8193, 2, 0.1, 0.0001)",4.840267986059189
"(512, 4096, 64, 2, 8193, 2, 0.1, 0.0001)",4.833109791080157
"(512, 4096, 64, 2, 8193, 2, 0.1, 0.0001)",4.829665844639142
"(512, 4096, 64, 2, 8193, 2, 0.1, 0.0001)",5.74983478585879
"(512, 4096, 64, 2, 8193, 2, 0.1, 0.0001)",4.857917000850041
"(512, 4096, 64, 2, 8193, 2, 0.1, 0.0001)",5.909483656287193
"(512, 4096, 64, 2, 8193, 2, 0.1, 0.0001)",17.772942672173183
"(512, 4096, 64, 2, 8193, 2, 0.1, 0.0001)",5.493671953678131
"(512, 4096, 64, 2, 8193, 2, 0.1, 0.0001)",4.8214777906735735
"(512, 4096, 64, 2, 8193, 2, 0.1, 0.0001)",6.963033199310303
"(512, 4096, 64, 2, 8193, 4, 0.1, 1e-05)",4.842340399821599
"(512, 4096, 64, 2, 8193, 4, 0.1, 1e-05)",4.823306615153949
"(512, 4096, 64, 2, 8193, 4, 0.1, 1e-05)",4.841950515906016
"(512, 4096, 64, 2, 8193, 4, 0.1, 1e-05)",4.846210186680158
"(512, 4096, 64, 2, 8193, 4, 0.1, 1e-05)",4.845023150245349
"(512, 4096, 64, 2, 8193, 4, 0.1, 1e-05)",4.8370310217142105
"(512, 4096, 64, 2, 8193, 4, 0.1, 1e-05)",4.7786753078301745
"(512, 4096, 64, 2, 8193, 4, 0.1, 1e-05)",4.8361590305964155
"(512, 4096, 64, 2, 8193, 4, 0.1, 1e-05)",4.837346638242404
"(512, 4096, 64, 2, 8193, 4, 0.1, 1e-05)",4.840205416083336
"(512, 4096, 64, 2, 8193, 4, 0.1, 0.0001)",4.826853334903717
"(512, 4096, 64, 2, 8193, 4, 0.1, 0.0001)",4.823568100730578
"(512, 4096, 64, 2, 8193, 4, 0.1, 0.0001)",7.37391471862793
"(512, 4096, 64, 2, 8193, 4, 0.1, 0.0001)",7.990738312403361
"(512, 4096, 64, 2, 8193, 4, 0.1, 0.0001)",57.297303438186646
"(512, 4096, 64, 2, 8193, 4, 0.1, 0.0001)",9.05772659679254
"(512, 4096, 64, 2, 8193, 4, 0.1, 0.0001)",5.686297883590062
"(512, 4096, 64, 2, 8193, 4, 0.1, 0.0001)",6.055289273460706
"(512, 4096, 64, 2, 8193, 4, 0.1, 0.0001)",5.019470234711965
"(512, 4096, 64, 2, 8193, 4, 0.1, 0.0001)",4.832249437769254
"(512, 4096, 128, 1, 8193, 2, 0.1, 1e-05)",4.01740829149882
"(512, 4096, 128, 1, 8193, 2, 0.1, 1e-05)",4.758839130401611
"(512, 4096, 128, 1, 8193, 2, 0.1, 1e-05)",4.239093308647473
"(512, 4096, 128, 1, 8193, 2, 0.1, 1e-05)",4.831703364849091
"(512, 4096, 128, 1, 8193, 2, 0.1, 1e-05)",4.833155890305837
"(512, 4096, 128, 1, 8193, 2, 0.1, 1e-05)",4.812218755483627
"(512, 4096, 128, 1, 8193, 2, 0.1, 1e-05)",4.830819815397263
"(512, 4096, 128, 1, 8193, 2, 0.1, 1e-05)",4.829355965058009
"(512, 4096, 128, 1, 8193, 2, 0.1, 1e-05)",4.829427977403005
"(512, 4096, 128, 1, 8193, 2, 0.1, 1e-05)",4.82897978524367
"(512, 4096, 128, 1, 8193, 2, 0.1, 0.0001)",4.830005342761676
"(512, 4096, 128, 1, 8193, 2, 0.1, 0.0001)",4.829787542422612
"(512, 4096, 128, 1, 8193, 2, 0.1, 0.0001)",4.906692624092102
"(512, 4096, 128, 1, 8193, 2, 0.1, 0.0001)",6.449433426062266
"(512, 4096, 128, 1, 8193, 2, 0.1, 0.0001)",11.854768315951029
"(512, 4096, 128, 1, 8193, 2, 0.1, 0.0001)",153.32165547211966
"(512, 4096, 128, 1, 8193, 2, 0.1, 0.0001)",261.7915143966675
"(512, 4096, 128, 1, 8193, 2, 0.1, 0.0001)",53.009878635406494
"(512, 4096, 128, 1, 8193, 2, 0.1, 0.0001)",4.8274241636196775
"(512, 4096, 128, 1, 8193, 2, 0.1, 0.0001)",4.82959671318531
"(512, 4096, 128, 1, 8193, 4, 0.1, 1e-05)",3.3399872183799744
"(512, 4096, 128, 1, 8193, 4, 0.1, 1e-05)",2.9106934567292533
"(512, 4096, 128, 1, 8193, 4, 0.1, 1e-05)",4.839932531118393
"(512, 4096, 128, 1, 8193, 4, 0.1, 1e-05)",4.547048608462016
"(512, 4096, 128, 1, 8193, 4, 0.1, 1e-05)",3.997667521238327
"(512, 4096, 128, 1, 8193, 4, 0.1, 1e-05)",4.796385884284973
"(512, 4096, 128, 1, 8193, 4, 0.1, 1e-05)",4.825215424100558
"(512, 4096, 128, 1, 8193, 4, 0.1, 1e-05)",4.769391030073166
"(512, 4096, 128, 1, 8193, 4, 0.1, 1e-05)",4.758061935504277
"(512, 4096, 128, 1, 8193, 4, 0.1, 1e-05)",4.421338190635045
"(512, 4096, 128, 1, 8193, 4, 0.1, 0.0001)",4.827163582046826
"(512, 4096, 128, 1, 8193, 4, 0.1, 0.0001)",4.8241433799266815
"(512, 4096, 128, 1, 8193, 4, 0.1, 0.0001)",4.821363906065623
"(512, 4096, 128, 1, 8193, 4, 0.1, 0.0001)",4.81947507460912
"(512, 4096, 128, 1, 8193, 4, 0.1, 0.0001)",5.000903720657031
"(512, 4096, 128, 1, 8193, 4, 0.1, 0.0001)",11.113545616467794
"(512, 4096, 128, 1, 8193, 4, 0.1, 0.0001)",8.490849951903025
"(512, 4096, 128, 1, 8193, 4, 0.1, 0.0001)",13.082811633745829
"(512, 4096, 128, 1, 8193, 4, 0.1, 0.0001)",5.392918358246486
"(512, 4096, 128, 1, 8193, 4, 0.1, 0.0001)",10.103929201761881
"(512, 4096, 128, 2, 8193, 2, 0.1, 1e-05)",3.3540936956803002
"(512, 4096, 128, 2, 8193, 2, 0.1, 1e-05)",3.3133468131224313
"(512, 4096, 128, 2, 8193, 2, 0.1, 1e-05)",4.788041979074478
"(512, 4096, 128, 2, 8193, 2, 0.1, 1e-05)",4.826046402255694
"(512, 4096, 128, 2, 8193, 2, 0.1, 1e-05)",4.827346737186114
"(512, 4096, 128, 2, 8193, 2, 0.1, 1e-05)",4.8272503316402435
"(512, 4096, 128, 2, 8193, 2, 0.1, 1e-05)",4.82607622941335
"(512, 4096, 128, 2, 8193, 2, 0.1, 1e-05)",4.826315393050511
"(512, 4096, 128, 2, 8193, 2, 0.1, 1e-05)",4.826210305094719
"(512, 4096, 128, 2, 8193, 2, 0.1, 1e-05)",4.825096433361371
"(512, 4096, 128, 2, 8193, 2, 0.1, 0.0001)",6.4263929923375445
"(512, 4096, 128, 2, 8193, 2, 0.1, 0.0001)",4.826394374171893
"(512, 4096, 128, 2, 8193, 2, 0.1, 0.0001)",4.822835028171539
"(512, 4096, 128, 2, 8193, 2, 0.1, 0.0001)",73.49148178100586
"(512, 4096, 128, 2, 8193, 2, 0.1, 0.0001)",22.267390092213947
"(512, 4096, 128, 2, 8193, 2, 0.1, 0.0001)",42.470056434472404
"(512, 4096, 128, 2, 8193, 2, 0.1, 0.0001)",83.45928625265758
"(512, 4096, 128, 2, 8193, 2, 0.1, 0.0001)",12.098138491312662
"(512, 4096, 128, 2, 8193, 2, 0.1, 0.0001)",11.098770678043365
"(512, 4096, 128, 2, 8193, 2, 0.1, 0.0001)",5.564686636130015
"(512, 4096, 128, 2, 8193, 4, 0.1, 1e-05)",3.3325537840525308
"(512, 4096, 128, 2, 8193, 4, 0.1, 1e-05)",4.832523291309674
"(512, 4096, 128, 2, 8193, 4, 0.1, 1e-05)",4.826996584733327
"(512, 4096, 128, 2, 8193, 4, 0.1, 1e-05)",4.8237624168396
"(512, 4096, 128, 2, 8193, 4, 0.1, 1e-05)",4.830433487892151
"(512, 4096, 128, 2, 8193, 4, 0.1, 1e-05)",4.827185794711113
"(512, 4096, 128, 2, 8193, 4, 0.1, 1e-05)",4.826751569906871
"(512, 4096, 128, 2, 8193, 4, 0.1, 1e-05)",4.862656374772389
"(512, 4096, 128, 2, 8193, 4, 0.1, 1e-05)",4.836491381128629
"(512, 4096, 128, 2, 8193, 4, 0.1, 1e-05)",4.826618999242783
"(512, 4096, 128, 2, 8193, 4, 0.1, 0.0001)",4.827056671182315
"(512, 4096, 128, 2, 8193, 4, 0.1, 0.0001)",4.827696993947029
"(512, 4096, 128, 2, 8193, 4, 0.1, 0.0001)",4.818539038300514
"(512, 4096, 128, 2, 8193, 4, 0.1, 0.0001)",4.818011884888013
"(512, 4096, 128, 2, 8193, 4, 0.1, 0.0001)",4.822285721699397
"(512, 4096, 128, 2, 8193, 4, 0.1, 0.0001)",4.857913215955098
"(512, 4096, 128, 2, 8193, 4, 0.1, 0.0001)",5.866957490642865
"(512, 4096, 128, 2, 8193, 4, 0.1, 0.0001)",37.136498848597206
"(512, 4096, 128, 2, 8193, 4, 0.1, 0.0001)",7.836077650388082
"(512, 4096, 128, 2, 8193, 4, 0.1, 0.0001)",5.246011187632878
"(1024, 2048, 64, 1, 8193, 2, 0.1, 1e-05)",4.4020510613918304
"(1024, 2048, 64, 1, 8193, 2, 0.1, 1e-05)",4.019558995962143
"(1024, 2048, 64, 1, 8193, 2, 0.1, 1e-05)",4.854524294535319
"(1024, 2048, 64, 1, 8193, 2, 0.1, 1e-05)",4.754477888345718
"(1024, 2048, 64, 1, 8193, 2, 0.1, 1e-05)",4.843890219926834
"(1024, 2048, 64, 1, 8193, 2, 0.1, 1e-05)",4.917480756839116
"(1024, 2048, 64, 1, 8193, 2, 0.1, 1e-05)",4.8301702837149305
"(1024, 2048, 64, 1, 8193, 2, 0.1, 1e-05)",4.797100186347961
"(1024, 2048, 64, 1, 8193, 2, 0.1, 1e-05)",4.8792712936798734
"(1024, 2048, 64, 1, 8193, 2, 0.1, 1e-05)",4.955217371384303
"(1024, 2048, 64, 1, 8193, 2, 0.1, 0.0001)",4.853641793131828
"(1024, 2048, 64, 1, 8193, 2, 0.1, 0.0001)",4.833624571561813
"(1024, 2048, 64, 1, 8193, 2, 0.1, 0.0001)",4.827353864908218
"(1024, 2048, 64, 1, 8193, 2, 0.1, 0.0001)",6.485283717513084
"(1024, 2048, 64, 1, 8193, 2, 0.1, 0.0001)",7.579367985328038
"(1024, 2048, 64, 1, 8193, 2, 0.1, 0.0001)",5.794628918170929
"(1024, 2048, 64, 1, 8193, 2, 0.1, 0.0001)",4.824006090561549
"(1024, 2048, 64, 1, 8193, 2, 0.1, 0.0001)",4.839590127269427
