Labeled Percentage,Init Type,Downstream,Seeds,Test Loss,Test F1 Score
1.0,scratch,frozen,4.0,1.7541963187131016,0.2693034045016509
1.0,scratch,finetune,0.0,0.0155986820516938,0.9998188889699586
1.0,scratch,finetune,1.0,0.0194541670551354,0.9998188889699586
1.0,scratch,finetune,2.0,0.0190408875827084,0.9998188889699586
1.0,scratch,finetune,3.0,0.0168846024369651,0.9998188889699586
1.0,scratch,finetune,4.0,0.0183231468227776,1.0
1.0,pretrain,frozen,0.0,1.6144669597799128,0.344845469456526
1.0,pretrain,frozen,1.0,1.5822205380959944,0.3421924344011041
1.0,pretrain,frozen,2.0,1.616552650928497,0.3534745399485719
1.0,pretrain,frozen,3.0,1.5692603100429885,0.3117774311370253
1.0,pretrain,frozen,4.0,1.6191772385077043,0.3039053334470494
1.0,pretrain,finetune,0.0,0.0116405440494418,1.0
1.0,pretrain,finetune,1.0,0.022863965396854,1.0
1.0,pretrain,finetune,2.0,0.016490485180508,0.9998188889699586
1.0,pretrain,finetune,3.0,0.0144489438865672,0.9996379396456762
1.0,pretrain,finetune,4.0,0.0224327566102147,0.9996379396456762
0.3,scratch,frozen,0.0,2.252017097039656,0.0399992504794159
0.3,scratch,frozen,1.0,2.252837126905268,0.1101765839018873
0.3,scratch,frozen,2.0,2.2534355250271885,0.1618650731663542
0.3,scratch,frozen,3.0,2.189059333367781,0.1862463507018248
0.3,scratch,frozen,4.0,2.248373952778903,0.0265313152425841
0.3,scratch,finetune,0.0,0.9398356567729604,0.6978825329519139
0.3,scratch,finetune,1.0,0.928696716373617,0.7741487588318919
0.3,scratch,finetune,2.0,0.9469747353683818,0.7162520692153227
0.3,scratch,finetune,3.0,0.9817430024797266,0.6704717066539084
0.3,scratch,finetune,4.0,0.9178506190126592,0.7905442579265012
0.3,pretrain,frozen,0.0,2.078701344403353,0.2734831491123217
0.3,pretrain,frozen,1.0,1.986534828489477,0.2866957708244232
0.3,pretrain,frozen,2.0,2.0524672269821167,0.0446313240230553
0.3,pretrain,frozen,3.0,1.965613701126792,0.2423435279592569
0.3,pretrain,frozen,4.0,2.033654906532981,0.3039608773821495
0.3,pretrain,finetune,0.0,0.804518073797226,0.897435509211892
0.3,pretrain,finetune,1.0,0.8585415536707098,0.7654555917171019
0.3,pretrain,finetune,2.0,0.81025829911232,0.7631365384515663
0.3,pretrain,finetune,3.0,0.929736549204046,0.7895290216854722
0.3,pretrain,finetune,4.0,0.7809422612190247,0.9097722857873516
0.4,scratch,frozen,0.0,2.2338958111676304,0.2004586903171027
0.4,scratch,frozen,1.0,2.1980019591071387,0.0745778637143703
0.4,scratch,frozen,2.0,2.2263901992277666,0.3505899318204815
0.4,scratch,frozen,3.0,2.149372100830078,0.1712599959492344
0.4,scratch,frozen,4.0,2.2371481115167797,0.0658663156964279
0.4,scratch,finetune,0.0,0.639562273567373,0.9008592430367308
0.4,scratch,finetune,1.0,0.4760035425424576,0.9776440320002068
0.4,scratch,finetune,2.0,0.6041968058456074,0.973836746700243
0.4,scratch,finetune,3.0,0.5748083564368162,0.9586961987268036
0.4,scratch,finetune,4.0,0.6046474928205664,0.882629206110386
0.4,pretrain,frozen,0.0,1.802793269807642,0.3544898315800285
0.4,pretrain,frozen,1.0,1.8985547911037095,0.2409825390031467
0.4,pretrain,frozen,2.0,1.8868188695474104,0.0866952297030953
0.4,pretrain,frozen,3.0,1.8697074326601892,0.2998405085521908
0.4,pretrain,frozen,4.0,1.843516707420349,0.2923173208048508
0.4,pretrain,finetune,0.0,0.5913777107542212,0.928329681482381
0.4,pretrain,finetune,1.0,0.4521909545768391,0.982435342156682
0.4,pretrain,finetune,2.0,0.6113169111988761,0.9147509614807174
0.4,pretrain,finetune,3.0,0.5236827907237139,0.9580718011805058
0.4,pretrain,finetune,4.0,0.4922364340587096,0.9647148161746252
0.2,scratch,frozen,5.0,2.2667416659268467,0.029084449504582836
0.2,scratch,frozen,6.0,2.2766511657021264,0.08749092076520555
0.2,scratch,frozen,7.0,2.2371801788156684,0.0945365042238731
0.2,scratch,frozen,8.0,2.265806935050271,0.08567922160886528
0.2,scratch,frozen,9.0,2.2515011483972724,0.05341120498049823
0.2,scratch,finetune,5.0,1.276901819489219,0.6354431889067261
0.2,scratch,finetune,6.0,1.4452823237939314,0.4660826924288666
0.2,scratch,finetune,7.0,1.4461261955174534,0.5770279093014556
0.2,scratch,finetune,8.0,1.4224413254044272,0.5268339009279487
0.2,scratch,finetune,9.0,1.362863616509871,0.5497173730704147
0.2,pretrain,frozen,5.0,2.137971130284396,0.036777339650534605
0.2,pretrain,frozen,6.0,2.1478583054109053,0.04036076426068531
0.2,pretrain,frozen,7.0,2.0670761303468184,0.28734579032779906
0.2,pretrain,frozen,8.0,2.117825052954934,0.26738129273053474
0.2,pretrain,frozen,9.0,2.075616717338562,0.27625877220266376
0.2,pretrain,finetune,5.0,1.3014652458104221,0.46782102643453255
0.2,pretrain,finetune,6.0,1.3023738210851497,0.5633581706690985
0.2,pretrain,finetune,7.0,1.2904064872048118,0.6537376921369958
0.2,pretrain,finetune,8.0,1.4071579358794473,0.7033467579566761
0.2,pretrain,finetune,9.0,1.3208796381950378,0.45967223208898106
0.25,scratch,frozen,5.0,2.29574010588906,0.00902673632891057
0.25,scratch,frozen,6.0,2.2537034533240576,0.11250506756132281
0.25,scratch,frozen,7.0,2.2602797638286245,0.22124496419201617
0.25,scratch,frozen,8.0,2.2372948906638404,0.06473625065232719
0.25,scratch,frozen,9.0,2.265586322004145,0.03275122284875898
0.25,scratch,finetune,5.0,1.2388445247303357,0.590700456391582
0.25,scratch,finetune,6.0,1.2169073224067688,0.49766722790378715
0.25,scratch,finetune,7.0,1.3690860596570102,0.5029591685075102
0.25,scratch,finetune,8.0,1.2804557843641802,0.5950346447435154
0.25,scratch,finetune,9.0,1.2830822684548118,0.5901460005096864
0.25,pretrain,frozen,5.0,2.018732688643716,0.19295936187183657
0.25,pretrain,frozen,6.0,2.0109984928911384,0.26099780344989004
0.25,pretrain,frozen,7.0,2.0862359675494107,0.15336053875109534
0.25,pretrain,frozen,8.0,2.115768779407848,0.06599761629227219
0.25,pretrain,frozen,9.0,2.0498776652596216,0.22896522062129043
0.25,pretrain,finetune,5.0,1.0502654016017914,0.7296873839491116
0.25,pretrain,finetune,6.0,1.0138794021172957,0.8427095448483081
0.25,pretrain,finetune,7.0,1.0639817768877202,0.7373505696222228
0.25,pretrain,finetune,8.0,1.1050105690956116,0.7879238980640365
0.25,pretrain,finetune,9.0,1.0360335870222612,0.7296234347390324
0.3,scratch,frozen,5.0,2.238301493904807,0.22341641488344796
0.3,scratch,frozen,6.0,2.166554581035267,0.21373828971308295
0.3,scratch,frozen,7.0,2.2068112763491543,0.33941700451598544
0.3,scratch,frozen,8.0,2.2802930745211514,0.025056950629512482
0.3,scratch,frozen,9.0,2.2276018749583852,0.09751094547262171
0.3,scratch,finetune,5.0,0.9093097746372223,0.8240767544095958
0.3,scratch,finetune,6.0,0.9588434073058042,0.8122316973357888
0.3,scratch,finetune,7.0,0.8549309372901917,0.816636507557703
0.3,scratch,finetune,8.0,0.97285027124665,0.799540031054071
0.3,scratch,finetune,9.0,0.9577521302483298,0.7138981603933149
0.3,pretrain,frozen,5.0,1.969892062924125,0.2905752226390184
0.3,pretrain,frozen,6.0,2.029012582518838,0.3831754112738699
0.3,pretrain,frozen,7.0,2.0212803916497664,0.24362278149087577
0.3,pretrain,frozen,8.0,1.9717904708602212,0.2086819991089379
0.3,pretrain,frozen,9.0,1.9942673553120007,0.3064357738827908
0.3,pretrain,finetune,5.0,0.8204443454742432,0.8816306923190789
0.3,pretrain,finetune,6.0,0.7732180411165411,0.8950025750074708
0.3,pretrain,finetune,7.0,0.9976815012368289,0.6946152678784144
0.3,pretrain,finetune,8.0,0.8978447101332925,0.8727090501907737
0.3,pretrain,finetune,9.0,0.8177434341474012,0.9272371337227404
